p_day,p_month,p_year,a_day,a_month,a_year,type,item,form,duration,state
10,8,2020,28,12,2020,1,0,2,140,48
25,7,2020,12,12,2020,1,0,2,140,42
18,9,2020,5,2,2021,1,0,2,140,41
26,9,2020,13,2,2021,1,0,2,140,12
30,10,2020,19,3,2021,0,0,2,140,16
4,11,2020,24,3,2021,0,0,2,140,29
19,7,2020,7,12,2020,1,0,2,141,20
25,6,2020,13,11,2020,1,0,2,141,26
14,7,2020,2,12,2020,1,0,2,141,51
14,7,2020,2,12,2020,1,0,2,141,51
23,9,2020,11,2,2021,1,0,2,141,28
28,9,2020,16,2,2021,1,0,2,141,21
30,9,2020,18,2,2021,1,0,2,141,12
29,10,2020,19,3,2021,0,0,2,141,42
20,10,2020,10,3,2021,0,0,2,141,16
14,3,2020,3,8,2020,1,0,2,142,47
13,5,2020,2,10,2020,0,0,2,142,18
19,5,2020,8,10,2020,0,0,2,142,8
17,7,2020,6,12,2020,0,0,2,142,29
21,9,2020,10,2,2021,1,0,2,142,13
3,11,2020,25,3,2021,1,0,2,142,9
29,11,2020,20,4,2021,0,0,2,142,47
16,12,2019,7,5,2020,0,0,2,143,32
23,6,2020,13,11,2020,1,0,2,143,53
16,8,2020,6,1,2021,1,0,2,143,51
1,9,2020,22,1,2021,1,0,2,143,42
9,11,2020,1,4,2021,0,0,2,143,29
2,5,2019,23,9,2019,0,0,2,144,51
14,12,2019,6,5,2020,0,0,2,144,39
30,4,2020,21,9,2020,0,0,2,144,37
1,5,2020,22,9,2020,0,0,2,144,51
13,7,2020,4,12,2020,1,0,2,144,51
11,9,2020,2,2,2021,1,0,2,144,12
11,9,2020,2,2,2021,1,0,2,144,48
18,9,2020,9,2,2021,1,0,2,144,42
12,9,2020,3,2,2021,1,0,2,144,48
22,10,2020,15,3,2021,1,0,2,144,48
23,10,2019,16,3,2020,1,0,2,145,39
19,3,2020,11,8,2020,1,0,2,145,1
26,4,2020,18,9,2020,1,0,2,145,45
11,6,2020,3,11,2020,1,0,2,145,28
22,6,2020,14,11,2020,1,0,2,145,51
4,9,2020,27,1,2021,1,0,2,145,48
28,9,2020,20,2,2021,1,0,2,145,29
12,2,2020,7,7,2020,1,0,2,146,41
3,3,2020,27,7,2020,1,0,2,146,39
5,3,2020,29,7,2020,1,0,2,146,12
13,3,2020,6,8,2020,1,0,2,146,48
5,6,2020,29,10,2020,1,0,2,146,41
5,10,2020,28,2,2021,1,0,2,146,40
27,10,2020,22,3,2021,1,0,2,146,48
12,3,2020,6,8,2020,1,0,2,147,39
24,3,2020,18,8,2020,1,0,2,147,48
30,4,2020,24,9,2020,0,0,2,147,20
13,5,2020,7,10,2020,0,0,2,147,48
2,9,2020,27,1,2021,1,0,2,147,49
17,8,2020,11,1,2021,1,0,2,147,53
15,9,2020,9,2,2021,1,0,2,147,53
7,10,2020,3,3,2021,1,0,2,147,12
10,11,2020,6,4,2021,0,0,2,147,29
29,3,2019,24,8,2019,1,0,2,148,21
6,2,2020,3,7,2020,1,0,2,148,12
17,2,2020,14,7,2020,1,0,2,148,12
1,4,2020,27,8,2020,1,0,2,148,30
23,4,2020,18,9,2020,1,0,2,148,4
4,5,2020,29,9,2020,0,0,2,148,41
15,9,2020,10,2,2021,1,0,2,148,27
4,2,2020,2,7,2020,1,0,2,149,49
6,3,2020,2,8,2020,1,0,2,149,4
18,6,2020,14,11,2020,1,0,2,149,48
9,11,2000,7,4,2001,1,0,2,149,45
3,10,2019,1,3,2020,1,0,2,150,37
27,1,2020,25,6,2020,1,0,2,150,21
11,2,2020,10,7,2020,1,0,2,150,48
30,3,2020,27,8,2020,1,0,2,150,19
4,5,2020,1,10,2020,0,0,2,150,48
6,7,2020,3,12,2020,1,0,2,150,53
17,7,2020,14,12,2020,1,0,2,150,37
10,12,2020,9,5,2021,0,0,2,150,39
5,12,2019,4,5,2020,0,0,2,151,53
24,1,2020,23,6,2020,1,0,2,151,8
24,1,2020,23,6,2020,1,0,2,151,8
28,7,2020,26,12,2020,1,0,2,151,51
5,9,2020,3,2,2021,1,0,2,151,30
24,9,2020,22,2,2021,1,0,2,151,48
12,9,2020,10,2,2021,1,0,2,151,13
21,8,2021,19,1,2022,0,0,2,151,48
17,4,2020,16,9,2020,0,0,2,152,48
1,5,2020,30,9,2020,0,0,2,152,51
27,5,2020,26,10,2020,0,0,2,152,2
6,7,2020,5,12,2020,1,0,2,152,22
30,7,2020,29,12,2020,1,0,2,152,51
20,8,2020,19,1,2021,1,0,2,152,45
20,8,2020,19,1,2021,1,0,2,152,45
1,10,2020,2,3,2021,1,0,2,152,48
25,8,2020,24,1,2021,1,0,2,152,22
14,10,2020,15,3,2021,1,0,2,152,29
22,10,2020,23,3,2021,0,0,2,152,33
12,9,2020,11,2,2021,1,0,2,152,48
9,10,2019,10,3,2020,1,0,2,153,40
22,11,2019,23,4,2020,0,0,2,153,16
6,2,2020,8,7,2020,1,0,2,153,20
6,2,2020,8,7,2020,1,0,1,153,39
22,4,2020,22,9,2020,0,0,2,153,48
10,8,2020,10,1,2021,1,0,2,153,12
10,8,2020,10,1,2021,1,0,2,153,27
28,9,2020,28,2,2021,1,0,2,153,24
1,10,2020,3,3,2021,1,0,2,153,41
9,11,2020,11,4,2021,1,0,2,153,55
21,1,2020,23,6,2020,1,0,2,154,12
20,4,2020,21,9,2020,0,0,2,154,29
12,3,2020,13,8,2020,1,0,2,154,35
20,8,2020,21,1,2021,0,0,2,154,26
20,8,2020,21,1,2021,1,0,2,154,27
3,9,2020,4,2,2021,1,0,2,154,24
20,8,2020,21,1,2021,1,0,2,154,24
4,9,2020,5,2,2021,1,0,2,154,20
3,9,2020,4,2,2021,1,0,2,154,24
29,10,2020,1,4,2021,0,0,2,154,39
8,10,2019,11,3,2020,1,0,2,155,55
17,10,2019,20,3,2020,1,0,2,155,48
15,10,2019,18,3,2020,0,0,2,155,30
19,2,2020,23,7,2020,1,0,2,155,22
31,3,2020,2,9,2020,1,0,2,155,30
31,3,2020,2,9,2020,1,0,2,155,28
30,4,2020,2,10,2020,0,0,2,155,48
1,7,2020,3,12,2020,1,0,2,155,51
18,10,2020,22,3,2021,1,0,2,155,41
18,11,2020,22,4,2021,1,0,2,155,48
11,2,2021,16,7,2021,1,0,1,155,4
2,7,2019,5,12,2019,1,0,2,156,13
25,9,2019,28,2,2020,1,0,2,156,5
12,2,2020,17,7,2020,1,0,2,156,40
18,3,2020,21,8,2020,0,0,2,156,49
13,4,2020,16,9,2020,0,0,2,156,37
5,5,2020,8,10,2020,1,0,2,156,12
19,4,2020,22,9,2020,0,0,2,156,26
1,9,2020,4,2,2021,1,0,2,156,12
1,9,2020,4,2,2021,1,0,2,156,53
17,8,2021,20,1,2022,1,0,2,156,42
15,11,2019,20,4,2020,0,0,2,157,8
8,11,2019,13,4,2020,1,0,2,157,48
4,2,2020,10,7,2020,0,0,2,157,49
4,2,2020,10,7,2020,1,0,2,157,48
18,2,2020,24,7,2020,1,0,2,157,13
23,3,2020,27,8,2020,0,0,2,157,9
27,8,2020,31,1,2021,1,0,2,157,48
8,10,2020,14,3,2021,1,0,2,157,26
27,12,2020,2,6,2021,0,0,2,157,13
1,11,2019,7,4,2020,0,0,2,158,9
25,10,2019,31,3,2020,0,0,2,158,27
11,12,2019,17,5,2020,0,0,2,158,48
9,1,2020,15,6,2020,0,0,2,158,37
15,5,2020,20,10,2020,0,0,2,158,51
10,8,2020,15,1,2021,1,0,2,158,12
24,2,2020,1,8,2020,0,0,2,159,39
12,3,2020,18,8,2020,1,0,2,159,41
19,6,2020,25,11,2020,1,0,2,159,55
12,6,2020,18,11,2020,0,0,2,159,32
21,7,2021,27,12,2021,0,0,2,159,2
18,2,2020,27,7,2020,0,0,2,160,48
4,3,2020,11,8,2020,0,0,2,160,40
3,3,2020,10,8,2020,0,0,2,160,54
24,11,2020,3,5,2021,1,0,2,160,8
18,11,2020,27,4,2021,1,0,2,160,8
18,11,2020,27,4,2021,1,0,2,160,26
1,2,2019,12,7,2019,1,0,0,161,12
8,10,2019,17,3,2020,0,0,2,161,12
5,3,2020,13,8,2020,0,0,2,161,12
18,2,2020,28,7,2020,1,0,2,161,39
17,3,2020,25,8,2020,0,0,2,161,18
10,8,2020,18,1,2021,1,0,2,161,12
10,11,2020,20,4,2021,1,0,2,161,35
30,11,2020,10,5,2021,0,0,2,161,20
10,12,2020,20,5,2021,0,0,2,161,42
1,3,2019,10,8,2019,0,0,2,162,39
9,10,2019,19,3,2020,1,0,2,162,39
16,12,2019,26,5,2020,1,0,2,162,53
4,3,2020,13,8,2020,0,0,2,162,51
10,8,2020,19,1,2021,1,0,2,162,51
21,9,2020,2,3,2021,1,0,2,162,27
21,12,2020,1,6,2021,0,0,2,162,8
24,2,2020,5,8,2020,0,0,2,163,8
16,3,2020,26,8,2020,0,0,2,163,22
28,9,2020,10,3,2021,1,0,2,163,18
17,11,2020,29,4,2021,1,0,2,163,48
16,8,2021,26,1,2022,0,0,2,163,53
27,1,2020,9,7,2020,1,0,2,164,8
6,2,2020,19,7,2020,0,0,2,164,48
24,1,2020,6,7,2020,0,0,2,164,40
1,9,2020,12,2,2021,1,0,2,164,27
30,11,2020,13,5,2021,1,0,2,164,48
6,2,2020,20,7,2020,0,0,2,165,39
12,3,2020,24,8,2020,1,0,2,165,12
30,5,2020,11,11,2020,1,0,2,165,4
19,11,2020,3,5,2021,1,0,2,165,12
6,2,2020,21,7,2020,0,0,2,166,31
27,3,2020,9,9,2020,1,0,2,166,21
15,1,2020,29,6,2020,0,0,2,166,53
29,11,2020,14,5,2021,1,0,2,166,42
29,11,2020,14,5,2021,1,0,2,166,45
20,9,2019,5,3,2020,1,0,2,167,33
20,9,2019,5,3,2020,1,0,2,167,33
29,1,2020,14,7,2020,0,0,2,167,12
12,2,2020,28,7,2020,0,0,2,167,26
26,2,2020,11,8,2020,0,0,2,167,4
10,3,2020,24,8,2020,1,0,2,167,48
27,5,2020,10,11,2020,1,0,2,167,13
19,11,2020,5,5,2021,1,0,2,167,8
9,12,2020,25,5,2021,1,0,2,167,12
13,1,2020,29,6,2020,1,0,2,168,19
24,2,2020,10,8,2020,0,0,2,168,8
27,2,2020,13,8,2020,0,0,2,168,13
4,3,2020,19,8,2020,0,0,2,168,22
30,4,2020,15,10,2020,1,0,2,168,8
2,3,2020,17,8,2020,0,0,2,168,55
14,10,2020,31,3,2021,0,0,2,168,48
17,8,2020,1,2,2021,1,0,2,168,48
18,12,2019,4,6,2020,0,0,2,169,12
11,2,2020,29,7,2020,0,0,2,169,48
13,3,2020,29,8,2020,0,0,2,169,51
1,4,2020,17,9,2020,0,0,2,169,26
20,5,2020,5,11,2020,0,0,2,169,53
2,11,2020,20,4,2021,1,0,2,169,48
10,12,2020,28,5,2021,1,0,2,169,45
10,12,2020,28,5,2021,0,0,2,169,41
13,11,2019,1,5,2020,0,0,2,170,12
26,6,2020,13,12,2020,1,0,2,170,48
7,9,2020,24,2,2021,1,0,2,170,48
17,2,2020,6,8,2020,0,0,2,171,40
19,3,2020,6,9,2020,0,0,2,171,51
26,12,2019,15,6,2020,1,0,2,172,41
14,2,2020,4,8,2020,0,0,2,172,12
26,11,2020,17,5,2021,1,0,2,172,39
27,11,2019,18,5,2020,0,0,2,173,48
2,1,2020,23,6,2020,1,0,2,173,55
14,12,2019,4,6,2020,1,0,2,173,12
9,1,2020,30,6,2020,0,0,2,173,8
23,7,2020,12,1,2021,0,0,2,173,29
25,12,2019,16,6,2020,1,0,2,174,4
22,1,2020,14,7,2020,0,0,2,174,48
5,2,2020,28,7,2020,0,0,2,174,9
26,2,2020,18,8,2020,0,0,2,174,48
18,3,2020,8,9,2020,0,0,2,174,49
23,3,2020,13,9,2020,0,0,2,174,48
10,12,2020,2,6,2021,1,0,2,174,37
18,11,2019,11,5,2020,1,0,2,175,48
10,12,2019,2,6,2020,1,0,2,175,13
31,1,2020,24,7,2020,1,0,2,175,20
1,12,2020,25,5,2021,1,0,2,175,46
26,1,2020,20,7,2020,1,0,2,176,48
16,12,2019,9,6,2020,1,0,2,176,12
29,2,2020,23,8,2020,1,0,2,176,30
18,3,2020,10,9,2020,0,0,2,176,39
23,4,2020,16,10,2020,1,0,2,176,53
28,7,2021,20,1,2022,1,0,2,176,42
4,9,2019,28,2,2020,1,0,2,177,27
29,9,2020,25,3,2021,1,0,2,177,5
22,2,2020,18,8,2020,0,0,2,178,20
18,11,2019,15,5,2020,0,0,2,179,42
2,3,2020,28,8,2020,1,0,2,179,5
17,12,2020,16,6,2021,1,0,2,181,46
17,12,2020,16,6,2021,1,0,2,181,46
10,10,2019,9,4,2020,0,0,2,182,42
24,12,2019,23,6,2020,1,0,2,182,12
9,10,2019,8,4,2020,0,0,2,182,12
2,3,2020,31,8,2020,0,0,2,182,12
13,11,2019,14,5,2020,0,0,2,183,26
4,12,2019,4,6,2020,1,0,2,183,55
4,11,2019,6,5,2020,0,0,2,184,39
9,10,2019,10,4,2020,0,0,2,184,42
21,1,2020,23,7,2020,0,0,2,184,37
3,3,2020,3,9,2020,0,0,2,184,8
2,9,2020,5,3,2021,1,0,2,184,38
10,12,2020,12,6,2021,1,0,2,184,28
16,6,2020,18,12,2020,1,0,2,185,12
1,9,2019,5,3,2020,1,0,2,186,4
18,6,2020,21,12,2020,0,0,2,186,42
9,10,2019,14,4,2020,0,0,2,188,5
1,7,2020,5,1,2021,0,0,2,188,42
3,3,2020,8,9,2020,0,0,2,189,47
3,2,2021,11,8,2021,1,0,2,189,48
19,12,2019,26,6,2020,0,0,2,190,29
6,9,2019,15,3,2020,1,0,2,191,4
6,9,2019,15,3,2020,1,0,2,191,4
22,10,2019,30,4,2020,0,0,2,191,42
11,3,2020,18,9,2020,1,0,2,191,51
1,4,2020,9,10,2020,1,0,2,191,46
17,8,2020,25,2,2021,0,0,2,192,48
16,8,2021,24,2,2022,0,0,2,192,22
18,10,2019,29,4,2020,0,0,2,194,12
9,1,2020,21,7,2020,0,0,2,194,51
22,12,2020,4,7,2021,1,0,2,194,28
26,12,2020,9,7,2021,1,0,2,195,31
4,6,2018,17,12,2018,1,0,2,196,51
15,7,2020,27,1,2021,1,0,2,196,13
15,7,2020,27,1,2021,1,0,2,196,13
6,11,2019,21,5,2020,0,0,0,197,53
24,12,2020,9,7,2021,0,0,2,197,32
5,8,2020,19,2,2021,1,0,2,198,48
14,12,2020,30,6,2021,0,0,2,198,12
14,12,2019,30,6,2020,1,0,2,199,26
21,1,2021,9,8,2021,1,0,1,200,48
24,9,2019,13,4,2020,0,0,2,202,37
3,10,2019,22,4,2020,0,0,2,202,41
26,11,2020,16,6,2021,1,0,2,202,27
2,12,2020,22,6,2021,1,0,2,202,12
24,12,2020,14,7,2021,1,0,2,202,1
18,10,2019,8,5,2020,0,0,2,203,53
10,9,2019,1,4,2020,0,0,2,204,26
31,12,2019,22,7,2020,1,0,2,204,20
4,1,2021,27,7,2021,0,0,2,204,39
23,7,2020,13,2,2021,0,0,2,205,29
19,10,2019,12,5,2020,0,0,2,206,42
24,1,2020,17,8,2020,0,0,2,206,42
16,9,2019,10,4,2020,0,0,2,207,48
28,12,2020,23,7,2021,1,0,2,207,48
12,9,2019,7,4,2020,0,0,2,208,23
13,9,2019,9,4,2020,0,0,2,209,48
29,11,2019,25,6,2020,0,0,2,209,51
5,9,2019,2,4,2020,0,0,2,210,39
18,10,2019,15,5,2020,1,0,2,210,26
3,9,2019,1,4,2020,0,0,2,211,13
22,1,2020,20,8,2020,1,0,2,211,37
22,1,2020,20,8,2020,1,0,2,211,37
29,12,2020,28,7,2021,0,0,2,211,18
24,12,2020,23,7,2021,1,0,2,211,48
30,12,2020,29,7,2021,1,0,2,211,4
29,12,2020,28,7,2021,0,0,2,211,18
9,9,2019,8,4,2020,0,0,2,212,13
27,8,2019,26,3,2020,0,0,2,212,39
8,12,2020,8,7,2021,0,0,2,212,48
31,12,2020,1,8,2021,0,0,2,213,32
4,1,2021,6,8,2021,1,0,2,214,40
12,9,2019,14,4,2020,0,0,2,215,55
9,10,2019,11,5,2020,0,0,2,215,48
23,3,2018,25,10,2018,1,0,2,216,45
7,7,2020,8,2,2021,1,0,2,216,26
5,11,2020,9,6,2021,0,0,2,216,18
11,5,2020,14,12,2020,1,0,2,217,51
8,12,2020,13,7,2021,1,0,2,217,53
22,12,2020,28,7,2021,1,0,2,218,28
23,4,2018,29,11,2018,0,0,2,220,42
23,4,2018,29,11,2018,0,0,2,220,42
10,10,2019,17,5,2020,1,0,2,220,37
21,10,2019,28,5,2020,1,0,2,220,5
30,3,2020,5,11,2020,1,0,2,220,51
3,11,2020,11,6,2021,1,0,2,220,4
4,10,2019,12,5,2020,1,0,2,221,19
2,10,2019,11,5,2020,1,0,2,222,40
26,3,2020,3,11,2020,1,0,2,222,48
4,9,2019,15,4,2020,0,0,2,224,42
26,5,2020,5,1,2021,0,0,2,224,42
21,9,2020,3,5,2021,1,0,2,224,1
16,9,2019,28,4,2020,1,0,2,225,24
5,1,2021,18,8,2021,1,0,2,225,51
11,1,2021,24,8,2021,0,0,2,225,37
26,4,2018,8,12,2018,0,0,2,226,32
4,10,2019,17,5,2020,1,0,2,226,49
16,1,2020,30,8,2020,0,0,2,227,53
6,7,2021,19,2,2022,1,0,2,228,48
4,1,2019,21,8,2019,0,0,2,229,4
5,1,2021,22,8,2021,0,0,2,229,48
2,1,2019,21,8,2019,0,0,2,231,4
18,9,2019,7,5,2020,1,0,2,232,48
29,4,2018,18,12,2018,1,0,2,233,20
6,2,2019,27,9,2019,0,0,2,233,18
8,2,2019,29,9,2019,0,0,2,233,8
22,5,2019,10,1,2020,0,0,2,233,29
19,1,2021,9,9,2021,1,0,2,233,31
19,1,2019,10,9,2019,0,0,2,234,39
6,2,2019,28,9,2019,0,0,2,234,4
11,7,2019,1,3,2020,1,0,2,234,22
23,12,2019,13,8,2020,0,0,2,234,12
15,6,2020,4,2,2021,1,0,2,234,22
8,2,2019,1,10,2019,0,0,2,235,21
4,6,2020,25,1,2021,1,0,2,235,8
18,6,2020,8,2,2021,0,0,2,235,26
27,11,2020,20,7,2021,0,0,2,235,8
22,5,2019,13,1,2020,0,0,2,236,29
22,1,2021,15,9,2021,1,0,2,236,8
3,7,2019,25,2,2020,1,0,2,237,53
30,8,2019,23,4,2020,1,0,2,237,48
13,9,2019,7,5,2020,1,0,2,237,42
24,11,2020,19,7,2021,1,0,2,237,53
29,4,2019,23,12,2019,0,0,2,238,42
26,8,2019,20,4,2020,0,0,2,238,47
1,6,2020,25,1,2021,1,0,2,238,8
7,2,2019,4,10,2019,0,0,2,239,51
7,7,2019,2,3,2020,0,0,2,239,35
14,12,2018,11,8,2019,0,0,2,240,39
8,4,2019,4,12,2019,0,0,2,240,54
9,4,2019,5,12,2019,0,0,2,240,24
9,3,2019,4,11,2019,0,0,2,240,49
5,10,2020,2,6,2021,1,0,2,240,22
6,1,2021,3,9,2021,0,0,2,240,29
1,2,2021,29,9,2021,1,0,2,240,8
31,12,2018,29,8,2019,0,0,2,241,37
7,5,2019,3,1,2020,0,0,2,241,5
20,5,2019,16,1,2020,0,0,2,241,5
15,6,2020,11,2,2021,1,0,2,241,4
22,1,2021,20,9,2021,1,0,2,241,19
23,4,2020,21,12,2020,0,0,2,242,42
26,7,2018,26,3,2019,0,0,0,243,16
13,5,2019,11,1,2020,0,0,2,243,26
19,5,2020,17,1,2021,1,0,2,243,48
11,6,2020,9,2,2021,0,0,2,243,26
15,12,2018,16,8,2019,0,0,2,244,49
8,5,2019,7,1,2020,0,0,2,244,48
13,9,2019,14,5,2020,1,0,2,244,13
9,10,2019,9,6,2020,1,0,2,244,55
13,5,2020,12,1,2021,0,0,2,244,29
7,1,2021,8,9,2021,0,0,2,244,47
27,4,2021,27,12,2021,0,0,2,244,2
14,1,2019,16,9,2019,0,0,2,245,37
30,4,2019,31,12,2019,0,0,2,245,22
2,5,2019,2,1,2020,0,0,2,245,51
16,9,2019,18,5,2020,1,0,2,245,47
29,6,2020,1,3,2021,0,0,2,245,8
7,12,2020,9,8,2021,0,0,2,245,12
25,1,2021,27,9,2021,1,0,2,245,42
1,2,2021,4,10,2021,1,0,2,245,12
16,5,2019,17,1,2020,0,0,2,246,53
17,6,2020,18,2,2021,1,0,2,246,18
1,7,2020,4,3,2021,1,0,2,246,48
28,10,2020,1,7,2021,0,0,2,246,41
25,1,2021,28,9,2021,1,0,2,246,12
20,3,2019,22,11,2019,0,0,2,247,39
9,4,2019,12,12,2019,0,0,2,247,45
5,5,2019,7,1,2020,0,0,2,247,18
14,5,2020,16,1,2021,0,0,2,247,49
4,1,2021,8,9,2021,0,0,2,247,29
2,2,2021,7,10,2021,1,0,2,247,51
9,6,2021,11,2,2022,1,0,2,247,33
2,4,2019,6,12,2019,0,0,2,248,29
9,4,2019,13,12,2019,0,0,2,248,20
9,11,2019,14,7,2020,1,0,2,248,48
1,5,2020,4,1,2021,1,0,2,248,48
1,5,2020,4,1,2021,1,0,2,248,48
29,1,2021,4,10,2021,0,0,2,248,27
29,1,2021,4,10,2021,0,0,2,248,28
15,8,2018,21,4,2019,0,0,2,249,24
1,4,2019,6,12,2019,0,0,2,249,9
20,9,2019,26,5,2020,1,0,2,249,48
1,5,2020,5,1,2021,1,0,2,249,48
29,1,2021,5,10,2021,1,0,2,249,42
22,2,2019,30,10,2019,0,0,2,250,1
19,2,2019,28,10,2019,0,0,2,251,12
4,6,2019,10,2,2020,0,0,2,251,51
12,6,2019,18,2,2020,0,0,2,251,12
20,5,2020,26,1,2021,1,0,2,251,48
8,1,2019,17,9,2019,0,0,2,252,53
15,1,2019,24,9,2019,0,0,2,252,29
5,3,2019,12,11,2019,0,0,2,252,54
5,3,2019,12,11,2019,0,0,2,252,51
16,5,2019,23,1,2020,0,0,2,252,42
7,5,2019,14,1,2020,0,0,2,252,26
1,4,2019,9,12,2019,0,0,2,252,8
22,6,2020,1,3,2021,0,0,2,252,48
17,12,2018,27,8,2019,0,0,2,253,4
17,12,2018,27,8,2019,0,0,2,253,4
31,5,2020,8,2,2021,0,0,2,253,22
15,1,2019,26,9,2019,1,0,2,254,51
24,8,2019,4,5,2020,0,0,2,254,53
18,8,2020,29,4,2021,1,0,2,254,53
1,2,2021,13,10,2021,1,0,2,254,29
3,2,2021,15,10,2021,1,0,2,254,37
17,2,2021,29,10,2021,1,0,2,254,51
2,2,2019,15,10,2019,0,0,2,255,29
25,2,2019,7,11,2019,0,0,2,255,39
21,5,2020,31,1,2021,0,0,2,255,9
31,7,2018,13,4,2019,1,0,2,256,27
27,12,2018,9,9,2019,0,0,2,256,42
7,6,2019,18,2,2020,0,0,2,256,13
1,7,2019,13,3,2020,1,0,2,256,48
13,1,2021,26,9,2021,1,0,2,256,13
15,3,2019,27,11,2019,0,0,2,257,12
9,10,2019,22,6,2020,1,0,2,257,13
15,2,2019,31,10,2019,0,0,2,258,55
16,5,2019,29,1,2020,0,0,2,258,48
2,8,2019,16,4,2020,1,0,2,258,24
6,9,2019,21,5,2020,1,0,2,258,4
14,11,2019,29,7,2020,0,0,2,258,5
3,2,2021,19,10,2021,1,0,2,258,41
15,3,2019,29,11,2019,0,0,2,259,13
21,5,2019,4,2,2020,0,0,2,259,5
4,4,2019,20,12,2019,0,0,2,260,47
24,4,2019,9,1,2020,0,0,2,260,8
18,2,2021,5,11,2021,1,0,2,260,47
2,4,2019,19,12,2019,0,0,2,261,29
10,8,2020,28,4,2021,1,0,2,261,54
15,12,2020,2,9,2021,1,0,2,261,13
27,1,2021,15,10,2021,0,0,2,261,42
3,5,2021,19,1,2022,0,0,2,261,48
3,5,2021,19,1,2022,0,0,2,261,48
25,3,2019,12,12,2019,0,0,2,262,47
15,12,2020,3,9,2021,1,0,2,262,53
4,9,2019,24,5,2020,1,0,2,263,53
7,1,2021,27,9,2021,1,0,2,263,22
28,7,2018,18,4,2019,1,0,2,264,41
7,10,2019,27,6,2020,0,0,2,264,48
31,3,2020,20,12,2020,1,0,2,264,51
19,1,2021,10,10,2021,0,0,2,264,8
22,2,2019,14,11,2019,0,0,2,265,12
5,4,2019,26,12,2019,0,0,2,265,13
18,1,2019,10,10,2019,1,0,2,265,42
17,4,2019,7,1,2020,0,0,0,265,18
4,9,2020,27,5,2021,1,0,2,265,42
22,5,2018,12,2,2019,1,0,2,266,46
15,11,2018,8,8,2019,0,0,2,266,12
1,2,2021,25,10,2021,0,0,2,266,8
26,2,2021,19,11,2021,1,0,2,266,12
22,8,2019,15,5,2020,1,0,2,267,51
16,1,2019,11,10,2019,0,0,2,268,24
24,4,2019,17,1,2020,0,0,2,268,12
7,6,2019,1,3,2020,0,0,2,268,26
1,3,2021,24,11,2021,1,0,2,268,48
14,11,2018,10,8,2019,0,0,2,269,48
14,11,2018,10,8,2019,0,0,2,269,48
19,10,2020,15,7,2021,1,0,2,269,4
26,5,2018,20,2,2019,1,0,2,270,37
24,12,2018,20,9,2019,0,0,0,270,1
17,12,2020,13,9,2021,1,0,2,270,37
23,5,2018,19,2,2019,0,0,2,272,48
16,7,2018,14,4,2019,0,0,2,272,30
10,7,2019,7,4,2020,1,0,2,272,48
13,7,2019,10,4,2020,1,0,2,272,4
2,8,2019,30,4,2020,1,0,2,272,37
17,7,2020,15,4,2021,1,0,2,272,13
29,9,2020,28,6,2021,1,0,2,272,51
30,3,2021,27,12,2021,0,0,2,272,2
8,2,2018,8,11,2018,1,0,2,273,13
16,5,2019,13,2,2020,0,0,2,273,48
4,7,2019,2,4,2020,1,0,2,273,51
19,6,2019,18,3,2020,0,0,2,273,48
11,7,2019,9,4,2020,1,0,2,273,22
24,9,2020,24,6,2021,1,0,2,273,21
10,2,2021,10,11,2021,1,0,2,273,53
21,5,2018,19,2,2019,1,0,2,274,4
26,6,2018,27,3,2019,1,0,2,274,12
9,7,2018,9,4,2019,0,0,2,274,51
14,7,2018,14,4,2019,0,0,2,274,1
28,11,2018,29,8,2019,0,0,2,274,32
29,4,2019,28,1,2020,0,0,2,274,49
27,12,2018,27,9,2019,0,0,2,274,29
5,7,2019,4,4,2020,1,0,2,274,37
10,7,2019,9,4,2020,1,0,2,274,26
26,6,2018,28,3,2019,1,0,2,275,35
26,6,2018,28,3,2019,1,0,2,275,48
4,7,2018,5,4,2019,1,0,2,275,22
17,7,2018,18,4,2019,1,0,2,275,53
2,7,2019,2,4,2020,1,0,2,275,48
17,7,2019,17,4,2020,1,0,2,275,21
18,7,2019,18,4,2020,1,0,2,275,48
31,7,2019,1,5,2020,1,0,2,275,30
2,6,2021,4,3,2022,1,0,2,275,13
18,6,2018,21,3,2019,0,0,2,276,16
18,6,2018,21,3,2019,0,0,2,276,16
2,7,2018,4,4,2019,1,0,2,276,12
3,7,2018,5,4,2019,0,0,2,276,42
12,7,2018,14,4,2019,1,0,2,276,16
13,7,2018,15,4,2019,1,0,2,276,24
24,6,2018,28,3,2019,1,0,2,277,12
2,7,2018,5,4,2019,0,0,2,277,32
2,7,2018,5,4,2019,0,0,2,277,39
16,7,2018,19,4,2019,0,0,2,277,41
30,11,2018,3,9,2019,0,0,2,277,42
23,11,2018,27,8,2019,0,0,2,277,12
1,3,2019,3,12,2019,0,0,2,277,55
5,4,2019,7,1,2020,0,0,2,277,16
5,4,2019,7,1,2020,0,0,2,277,56
11,7,2019,13,4,2020,1,0,2,277,13
25,1,2021,29,10,2021,0,0,2,277,33
19,11,2018,24,8,2019,0,0,2,278,53
19,11,2018,24,8,2019,0,0,2,278,53
26,6,2019,30,3,2020,0,0,2,278,48
14,7,2019,17,4,2020,1,0,2,278,33
18,7,2019,21,4,2020,1,0,2,278,5
26,6,2019,30,3,2020,0,0,2,278,48
18,5,2018,21,2,2019,0,0,2,279,12
26,6,2018,1,4,2019,1,0,2,279,48
